Incident_ID,Incident_Text,Disaster_Type,Severity,Rainfall_mm,Humidity_percent,WindSpeed_kmph,Temperature_C,AQI,RiskScore
INC-00134,"A lightning-sparked wildfire near Harbor Front, Coimbatore, has grown to 8611 hectares, with crews reporting only 16% containment due to shifting winds and arid conditions.",Wildfire,High,2.1,21.4,58.7,44.5,411.1,95.1
INC-00135,"A storage tank rupture at a chemical plant in Highway Junction, Hisar, released a cloud of LPG, prompting evacuation of residents within a 0.3 km radius and affecting 115 people.",Chemical Leak,Low,16.5,66.5,8.8,28.2,92.7,21.3
INC-00136,"Structural failure caused a commercial plaza to collapse in Port Area, Dehradun; officials say the 54-year-old building lacked recent safety inspections and 1 people are trapped.",Building Collapse,Low,17.3,52.5,7.6,11.5,152.1,18.9
INC-00137,"Continuous rainfall over the past two days has submerged low-lying parts of Refinery Road, Dehradun, with waterlogging up to 1.2 m and 686 families displaced to relief camps.",Flood,Medium,154.7,84.1,12.6,26.8,55.9,55
INC-00138,"The national disaster agency confirmed tsunami waves of 1.4 meters hit the Lagos coast, sweeping through harbor settlements and forcing 1566 people into emergency shelters.",Tsunami,Low,0,74.6,46.7,22.1,76.1,17
INC-00139,"Seismic activity along the Himalayan Frontal Thrust triggered a 4.4 magnitude quake near Athens, cracking building walls and damaging infrastructure; reports indicate 4 injuries so far.",Earthquake,Low,11.9,45.3,10.8,18.9,62.3,13.7
INC-00140,"A school building in Riverside Colony, Athens, collapsed suddenly, trapping an estimated 286 people under the rubble; the 43-year-old structure had reportedly shown cracks in recent weeks.",Building Collapse,High,80.1,60.6,4.7,9.6,100.3,79.4
INC-00141,"The Tiber river breached its banks after days of incessant rain, flooding Riverside Colony in Coimbatore and cutting off access roads; local authorities report 465 people affected.",Flood,Medium,149.2,85.4,20.6,24.8,48.9,56.1
INC-00142,"An industrial accident at a factory in Lakeview Estate near Lagos caused a leak of hydrogen sulfide, forcing emergency teams to evacuate 4532 residents within 2.1 km of the site.",Chemical Leak,Medium,15.9,73.5,6.3,34.2,174.4,49.2
INC-00143,"A tsunami generated by offshore seismic activity sent waves of 1.0 meters crashing into the Srinagar coastline, damaging fishing harbors and displacing 1267 residents.",Tsunami,Low,25.1,84.8,28.4,28.9,56,20.8
INC-00144,"Continuous rainfall over the past two days has submerged low-lying parts of Pine Valley, Mumbai, with waterlogging up to 1.1 m and 467 families displaced to relief camps.",Flood,Medium,151.2,76.4,21.8,25.6,63.3,59.8
INC-00145,"A pressure valve failure at a chemical storage facility in East End released LPG into the air over Brisbane, with authorities evacuating 3922 residents as a precaution.",Chemical Leak,Medium,9.7,63.8,10.7,19.6,245.5,52.4
INC-00146,"A tsunami generated by offshore seismic activity sent waves of 2.0 meters crashing into the Patna coastline, damaging fishing harbors and displacing 4486 residents.",Tsunami,Medium,53.2,82.1,31.1,24,35.5,55.7
INC-00147,"Forest fire crews are battling flames that have consumed 13099 hectares of woodland close to Civil Lines, Surat, amid low humidity and gusty winds; containment stands at 9%.",Wildfire,High,2.7,6.1,59.9,41.6,384,88.1
INC-00148,"Urban drainage failure during a heavy downpour led to waterlogging of 1.9 m in Highway Junction, Kochi, disrupting traffic and affecting roughly 2932 residents.",Flood,High,251.2,92.7,32.2,22.8,27,93.1
INC-00149,"Residents of Naples experienced strong shaking after a 5.1 magnitude earthquake hit the region at a depth of 37 km, with 75 people reported injured and several aftershocks expected.",Earthquake,Medium,32.1,67.1,21,19,118.3,58.1
INC-00150,"Continuous rainfall triggered a landslide on the hill slopes above New Extension near Santiago, dumping an estimated 78 cubic meters of debris and blocking the highway for 33 hours.",Landslide,Low,106.9,71.7,8.3,19.8,32.2,23.2
INC-00151,"Thick smoke blanketed Kolkata as a wildfire burned through 855 hectares of dry grassland near East End, prompting evacuation advisories for nearby residents.",Wildfire,Medium,1.6,17.2,31.5,36.4,276,50.5
INC-00152,"Thick smoke blanketed Christchurch as a wildfire burned through 8610 hectares of dry grassland near Port Area, prompting evacuation advisories for nearby residents.",Wildfire,High,3,20.4,52.8,44.7,373.7,88.8
INC-00153,"Slope failure following days of heavy rain caused a landslide near Jakarta, with 283 cubic meters of debris crashing into Sector 12 and cutting off mountain access for 31 hours.",Landslide,Low,84.6,72.1,10.4,17.1,73.6,22.4
INC-00154,"Emergency responders rushed to Central District, Jakarta, after a benzene leak from an industrial unit spread toxic fumes, leading to the evacuation of 67 people within 0.8 km.",Chemical Leak,Low,4.1,70.1,19.4,35.6,99.9,18.8
INC-00155,"A lightning-sparked wildfire near Refinery Road, Tokyo, has grown to 1315 hectares, with crews reporting only 37% containment due to shifting winds and arid conditions.",Wildfire,Medium,3.1,13.8,32.1,40.4,225.4,58.5
INC-00156,"The national disaster agency confirmed tsunami waves of 4.9 meters hit the Los Angeles coast, sweeping through harbor settlements and forcing 125042 people into emergency shelters.",Tsunami,High,39.7,90.9,51.8,19.2,29,98.8
INC-00157,"Thick smoke blanketed Osaka as a wildfire burned through 978 hectares of dry grassland near Central District, prompting evacuation advisories for nearby residents.",Wildfire,Medium,4.5,14.4,32.7,38.8,278.6,56.5
INC-00158,"Urban drainage failure during a heavy downpour led to waterlogging of 0.6 m in Fishing Harbor, Santiago, disrupting traffic and affecting roughly 739 residents.",Flood,Medium,159.5,80.7,15.8,21.5,48,59.6
INC-00159,"A lightning-sparked wildfire near Port Area, Guwahati, has grown to 7211 hectares, with crews reporting only 17% containment due to shifting winds and arid conditions.",Wildfire,High,3.2,19.6,51.7,41.8,426.8,95.4
INC-00160,"Continuous rainfall triggered a landslide on the hill slopes above Port Area near Dhaka, dumping an estimated 238 cubic meters of debris and blocking the highway for 31 hours.",Landslide,Low,69.4,75.3,0.9,21.9,97.4,25.3
INC-00161,"Flash floods triggered by a sudden cloudburst inundated Greenfield Township near Bangkok, sweeping away vehicles and leaving roads under 0.8 m of water; rescue teams evacuated 411 residents.",Flood,Medium,155.5,84.3,20.1,27.4,49.9,66.1
INC-00162,"Rescue operations are underway after a landslide struck Gandhi Nagar, Guwahati, releasing roughly 1839 cubic meters of rock and mud onto residential structures below.",Landslide,Medium,177.6,85.6,22,21.6,38.5,57.8
INC-00163,"A storage tank rupture at a chemical plant in Model Town, Jakarta, released a cloud of ammonia, prompting evacuation of residents within a 6.7 km radius and affecting 9715 people.",Chemical Leak,High,12.3,54.3,7.7,27.4,361.9,89.6
INC-00164,"The Yamuna river breached its banks after days of incessant rain, flooding Central District in Lagos and cutting off access roads; local authorities report 3208 people affected.",Flood,High,246.6,91.8,24.7,18,47,93.8
INC-00165,"Seismic activity along the Ring of Fire subduction zone triggered a 4.5 magnitude quake near Tokyo, cracking building walls and damaging infrastructure; reports indicate 9 injuries so far.",Earthquake,Low,0,37.2,21.5,31.1,62.4,14.5
INC-00166,"Flash floods triggered by a sudden cloudburst inundated Pine Valley near Jakarta, sweeping away vehicles and leaving roads under 0.6 m of water; rescue teams evacuated 71 residents.",Flood,Low,56.5,70.3,3.6,23.4,56.6,26.6
INC-00167,"Part of a under-construction apartment block in Coastal Road, Visakhapatnam, gave way without warning, leaving 6 people trapped and prompting an emergency search-and-rescue operation.",Building Collapse,Medium,32.6,43.2,10.6,35.2,72.4,49.9
INC-00168,"A bridge overpass in Greenfield Township, Chennai, collapsed suddenly, trapping an estimated 10 people under the rubble; the 33-year-old structure had reportedly shown cracks in recent weeks.",Building Collapse,Medium,20,64.3,14,11.7,107.2,48.3
INC-00169,"A storage tank rupture at a chemical plant in Pine Valley, Santiago, released a cloud of methyl isocyanate, prompting evacuation of residents within a 1.8 km radius and affecting 3964 people.",Chemical Leak,Medium,23.2,59.8,15,18.5,216.3,51.5
INC-00170,"Residents of Goa experienced strong shaking after a 5.9 magnitude earthquake hit the region at a depth of 35 km, with 14 people reported injured and several aftershocks expected.",Earthquake,Medium,21.9,53.4,26.9,16.2,82.6,58.6
INC-00171,"Heavy monsoon rains caused the Mekong river to overflow, flooding Greenfield Township in Istanbul with water levels reaching 0.5 meters; around 92 households affected.",Flood,Low,31.1,78.2,5.9,30.2,60.3,15
INC-00172,"Part of a under-construction apartment block in Railway Colony, Nairobi, gave way without warning, leaving 5 people trapped and prompting an emergency search-and-rescue operation.",Building Collapse,Low,3.2,84.5,25.4,34.5,98.7,13.4
INC-00173,"Coastal warning sirens sounded in Guwahati as tsunami waves reaching 3.1 meters approached the shore, with civil authorities moving 16897 people to higher ground.",Tsunami,Medium,70.9,89.3,15,23.1,50.6,53
INC-00174,"Fishermen and coastal residents near Surat fled inland after tsunami waves of 0.9 meters were recorded approaching the shoreline, with 1896 people evacuated as a precaution.",Tsunami,Low,6.1,73.2,25.7,25.9,47.7,15.9
INC-00175,"The Ganga river breached its banks after days of incessant rain, flooding Industrial Estate Phase 2 in Kathmandu and cutting off access roads; local authorities report 643 people affected.",Flood,Medium,127.8,82,22.5,26.8,68.3,51.6
INC-00176,"Heavy monsoon rains caused the Chao Phraya river to overflow, flooding Greenfield Township in Srinagar with water levels reaching 1.4 meters; around 644 households affected.",Flood,Medium,153.4,82.8,14.5,27.3,51.5,56.5
INC-00177,"Authorities issued a red alert as Cyclone Fani approached Ho Chi Minh City, packing wind speeds of 51 km/h and heavy rain bands that flooded low-lying coastal areas.",Cyclone,Low,81.9,74.3,57.5,25.1,26.5,25.8
INC-00178,"Structural failure caused a four-story residential building to collapse in Fishing Harbor, Brisbane; officials say the 9-year-old building lacked recent safety inspections and 137 people are trapped.",Building Collapse,High,22.5,30.6,13.7,26.3,149.3,75.9
INC-00179,"Continuous rainfall triggered a landslide on the hill slopes above East End near Bhubaneswar, dumping an estimated 119 cubic meters of debris and blocking the highway for 67 hours.",Landslide,Low,66,78.7,1.3,24.2,10,24.3
INC-00180,"Thick smoke blanketed Manila as a wildfire burned through 1266 hectares of dry grassland near Central District, prompting evacuation advisories for nearby residents.",Wildfire,Medium,2,27.2,38.8,37.3,315.1,59.3
INC-00181,"A pressure valve failure at a chemical storage facility in North Ridge released benzene into the air over Guwahati, with authorities evacuating 1088 residents as a precaution.",Chemical Leak,Medium,10.2,49.8,14.4,33.2,213.3,48.8
INC-00182,"Authorities issued a red alert as Cyclone Yaas approached New Orleans, packing wind speeds of 216 km/h and heavy rain bands that flooded low-lying coastal areas.",Cyclone,High,260.6,92.7,190.4,24.4,24.2,98.1
INC-00183,"A lightning-sparked wildfire near Port Area, Kochi, has grown to 1582 hectares, with crews reporting only 10% containment due to shifting winds and arid conditions.",Wildfire,High,2.1,9.4,65.9,43.9,399.4,93
INC-00184,"Continuous rainfall triggered a landslide on the hill slopes above Mining Belt near Port Blair, dumping an estimated 1900 cubic meters of debris and blocking the highway for 35 hours.",Landslide,Medium,225.7,89.3,14.2,19.7,50.2,61.3
INC-00185,"A lightning-sparked wildfire near Market Square, Kathmandu, has grown to 1223 hectares, with crews reporting only 27% containment due to shifting winds and arid conditions.",Wildfire,Medium,1.7,19.5,35.1,39.9,259.6,63.4
INC-00186,"Emergency responders rushed to Old Town, Nairobi, after a benzene leak from an industrial unit spread toxic fumes, leading to the evacuation of 4059 people within 3.0 km.",Chemical Leak,Medium,23.7,72.7,12.7,30.1,197.1,53.5
INC-00187,"Urban drainage failure during a heavy downpour led to waterlogging of 1.4 m in Harbor Front, Guwahati, disrupting traffic and affecting roughly 510 residents.",Flood,Medium,159.9,85.3,14,19.9,61.1,53.9
INC-00188,"A tsunami generated by offshore seismic activity sent waves of 2.8 meters crashing into the Lagos coastline, damaging fishing harbors and displacing 2655 residents.",Tsunami,Medium,16.3,91.6,31.4,28.1,62.8,59.7
INC-00189,"Buildings swayed and power lines snapped as a 7.4 magnitude earthquake rattled Darwin, linked to movement along the San Andreas Fault; local hospitals have admitted 964 patients.",Earthquake,High,21.9,34.3,1.8,29.4,77.6,97.8
INC-00190,"Heavy monsoon rains caused the Chao Phraya river to overflow, flooding East End in Hanoi with water levels reaching 2.6 meters; around 1653 households affected.",Flood,High,258.6,93.5,40.5,20,56.6,95.9
INC-00191,"An industrial accident at a factory in Coastal Road near Guwahati caused a leak of phosgene, forcing emergency teams to evacuate 436 residents within 0.5 km of the site.",Chemical Leak,Low,25.9,53.9,10.5,25.9,56.8,11.3
INC-00192,"Authorities issued a red alert as Cyclone Remal approached Aizawl, packing wind speeds of 83 km/h and heavy rain bands that flooded low-lying coastal areas.",Cyclone,Medium,156.1,80.7,129.8,23,27.5,64.1
INC-00193,"Unstable hillside terrain gave way above Model Town near Dehradun, sending 13879 cubic meters of earth and boulders down onto a key access road, blocking it for 19 hours.",Landslide,High,296.4,100,20.1,19.8,23.5,100
INC-00194,"High-velocity winds of 65 km/h accompanying Cyclone Fani battered Shimla, toppling electricity poles and disrupting power supply for thousands of residents.",Cyclone,Low,104.1,77.8,44.3,26.2,29.6,24
INC-00195,"Workers reported a sudden pipeline leak of phosgene at a plant in East End, Hisar, triggering a hazmat response and evacuation of 2912 people from a 2.3 km buffer zone.",Chemical Leak,Medium,3.2,64,7.3,15,211.1,51.1
